Bath,Bed,Fireplaces,LotArea,SalePrice,SaleType,Sq. Ft.,Stories,YearBuilt
3.0,3.0,,,559000.0,Short Sale,2628,,
3.0,3.0,,,525000.0,Short Sale,2365,,
3.0,3.0,,,779000.0,Short Sale,2990,,
2.0,3.0,,,595000.0,Short Sale,1750,,
5.0,4.0,,,1150000.0,Short Sale,5500,,
2.0,3.0,,,550000.0,Short Sale,1852,,
2.0,3.0,,,500000.0,Short Sale,2100,,
3.0,4.0,,,279000.0,Short Sale,2580,,
2.0,4.0,,,375000.0,Short Sale,1963,,
3.0,3.0,,,330000.0,Short Sale,1900,,
3.0,3.0,,,199000.0,Short Sale,1450,,
2.0,2.0,,,165000.0,Short Sale,1000,,
3.0,4.0,,,1399000.0,Foreclosure,6500,,
2.0,3.0,,,255000.0,Short Sale,1218,,
2.0,2.0,,,325000.0,Short Sale,893,,
3.0,3.0,,,789000.0,Foreclosure,2100,,
3.0,4.0,,,498000.0,Short Sale,2341,,
2.0,4.0,,,430000.0,Short Sale,2168,,
3.0,4.0,,,539900.0,Short Sale,3032,,
2.0,3.0,,,499000.0,Short Sale,1293,,
2.0,3.0,,,275000.0,Short Sale,1200,,
4.0,3.0,,,499000.0,Short Sale,2250,,
3.0,3.0,,,899000.0,Foreclosure,2430,,
3.0,3.0,,,1045000.0,Foreclosure,2100,,
2.0,2.0,,,774000.0,Foreclosure,1550,,
3.0,3.0,,,239000.0,Short Sale,1800,,
2.0,3.0,,,195000.0,Short Sale,1218,,
1.0,2.0,,,325000.0,Short Sale,768,,
2.0,4.0,,,320000.0,Short Sale,1929,,
3.0,4.0,,,275000.0,Short Sale,1877,,
2.0,3.0,,,329000.0,Short Sale,1700,,
2.0,3.0,,,140000.0,Short Sale,1080,,
3.0,4.0,,,409000.0,Short Sale,2192,,
2.0,3.0,,,167900.0,Foreclosure,1296,,
5.0,7.0,,,325000.0,Short Sale,2688,,
1.0,1.0,,,119000.0,Short Sale,900,,
2.0,4.0,,,245000.0,Short Sale,1482,,
2.0,3.0,,,259900.0,Short Sale,1726,,
2.0,3.0,,,495000.0,Short Sale,1486,,
2.0,4.0,,,399000.0,Short Sale,1543,,
2.0,4.0,,,329700.0,Short Sale,1367,,
1.0,1.0,,,199000.0,Short Sale,712,,
2.0,3.0,,,149000.0,Short Sale,1040,,
2.0,3.0,,,225000.0,Short Sale,1456,,
1.0,2.0,,,195000.0,Short Sale,811,,
3.0,3.0,,,359900.0,Short Sale,1951,,
4.0,4.0,,,799000.0,Short Sale,3100,,
2.0,3.0,,,595000.0,Short Sale,2117,,
2.0,3.0,,,89000.0,Short Sale,1560,,
1.0,3.0,,,129900.0,Short Sale,1042,,
3.0,3.0,,,375000.0,Short Sale,1519,,
2.0,3.0,,,599000.0,Short Sale,2774,,
2.0,3.0,,,235000.0,Short Sale,1340,,
2.0,3.0,,,255900.0,Foreclosure,1440,,
2.0,5.0,,,148900.0,Short Sale,1064,,
2.0,3.0,,,749000.0,Short Sale,2145,,
2.0,3.0,,,189900.0,Foreclosure,1472,,
1.0,3.0,,,183000.0,Short Sale,888,,
3.0,3.0,,,232600.0,Short Sale,1582,,
2.0,3.0,,,520000.0,Short Sale,1680,,
3.0,3.0,,,355000.0,Foreclosure,1702,,
1.0,0.0,,,275000.0,Short Sale,398,,
3.0,4.0,,,225000.0,Short Sale,1940,,
2.0,3.0,,,161900.0,Short Sale,1200,,
3.0,3.0,,,249999.0,Short Sale,2013,,
1.0,2.0,,,208000.0,Short Sale,1267,,
1.0,3.0,,,135000.0,Short Sale,1100,,
3.0,2.0,,,385000.0,Short Sale,1389,,
4.0,4.0,,,750000.0,Foreclosure,3387,,
3.0,4.0,,,810000.0,Foreclosure,3305,,
5.0,4.0,,,890000.0,Foreclosure,4229,,
3.0,4.0,,,895000.0,Foreclosure,3676,,
2.0,3.0,,,229900.0,Short Sale,1458,,
2.0,2.0,,,240000.0,Short Sale,1020,,
3.0,4.0,,,429000.0,Foreclosure,2513,,
3.0,4.0,,,399000.0,Short Sale,2800,,
2.0,3.0,,,385000.0,Short Sale,2000,,
2.0,3.0,,,294900.0,Foreclosure,1316,,
2.0,3.0,,,399000.0,Short Sale,1220,,
3.0,3.0,,,269000.0,Short Sale,1780,,
3.0,3.0,,,449000.0,Short Sale,2120,,
3.0,5.0,,,555900.0,Foreclosure,2947,,
2.0,4.0,,,319900.0,Foreclosure,2135,,
4.0,4.0,,,332000.0,Foreclosure,1872,,
5.0,4.0,,,499000.0,Short Sale,3400,,
3.0,4.0,,,432000.0,Short Sale,3113,,
1.0,2.0,,,199000.0,Short Sale,827,,
2.0,2.0,,,29000.0,Foreclosure,1500,,
2.0,3.0,,,299000.0,Short Sale,1270,,
3.0,4.0,,,259000.0,Short Sale,1857,,
1.0,1.0,,,99000.0,Short Sale,538,,
2.0,2.0,,,779000.0,Foreclosure,1223,,
2.0,2.0,,,839000.0,Foreclosure,1223,,
2.0,3.0,,,525000.0,Short Sale,1746,,
2.0,3.0,,,795000.0,Short Sale,2092,,
2.0,4.0,,,337000.0,Short Sale,2000,,
1.0,2.0,,,164900.0,Foreclosure,750,,
3.0,2.0,,,449000.0,Short Sale,1650,,
2.0,2.0,,,94000.0,Foreclosure,797,,
3.0,3.0,,,899000.0,Short Sale,2266,,
2.0,3.0,,,180000.0,Short Sale,1280,,
2.0,3.0,,,194900.0,Foreclosure,1092,,
2.0,3.0,,,350000.0,Short Sale,1509,,
3.0,3.0,,,167770.0,Foreclosure,1793,,
2.0,3.0,,,309900.0,Foreclosure,1705,,
3.0,2.0,,,479000.0,Short Sale,2100,,
2.0,3.0,,,350000.0,Short Sale,1582,,
2.0,3.0,,,350000.0,Short Sale,1470,,
2.0,3.0,,,275000.0,Short Sale,1424,,
3.0,4.0,,,379000.0,Short Sale,2277,,
2.0,4.0,,,155900.0,Foreclosure,3368,,
2.0,3.0,,,229000.0,Short Sale,1458,,
3.0,2.0,,,604995.0,Foreclosure,1749,,
3.0,3.0,,,599000.0,Short Sale,1996,,
2.0,3.0,,,359000.0,Short Sale,1008,,
2.0,4.0,,,199000.0,Foreclosure,1527,,
2.0,3.0,,,164900.0,Short Sale,1440,,
2.0,3.0,,,179000.0,Short Sale,1815,,
2.0,4.0,,,370000.0,Short Sale,2064,,
4.0,5.0,,,999000.0,Short Sale,2402,,
3.0,3.0,,,365000.0,Short Sale,2136,,
2.0,3.0,,,345000.0,Short Sale,1498,,
1.0,2.0,,,299000.0,Short Sale,1068,,
1.0,2.0,,,519500.0,Short Sale,634,,
4.0,4.0,,,645000.0,Short Sale,3000,,
2.0,3.0,,,242500.0,Foreclosure,1218,,
3.0,3.0,,,259900.0,Short Sale,1300,,
3.0,4.0,,,310000.0,Short Sale,2014,,
2.0,2.0,,,450000.0,Short Sale,1463,,
2.0,2.0,,,220000.0,Short Sale,1541,,
2.0,3.0,,,585000.0,Short Sale,1268,,
4.0,5.0,,,324000.0,Short Sale,2400,,
1.0,1.0,,,375000.0,Short Sale,551,,
2.0,3.0,,,329000.0,Short Sale,1420,,
3.0,5.0,,,599900.0,Foreclosure,2764,,
2.0,2.0,,,74900.0,Short Sale,1014,,
2.0,3.0,,,285000.0,Short Sale,1120,,
3.0,3.0,,,751900.0,Foreclosure,3400,,
2.0,3.0,,,295000.0,Short Sale,1386,,
2.0,3.0,,,170000.0,Short Sale,1320,,
2.0,3.0,,,197000.0,Short Sale,1376,,
3.0,3.0,,,1250000.0,Short Sale,2586,,
2.0,3.0,,,249000.0,Short Sale,1662,,
2.0,2.0,,,179000.0,Short Sale,1033,,
1.0,3.0,,,132000.0,Short Sale,1050,,
2.0,3.0,,,425000.0,Short Sale,1500,,
3.0,5.0,,,290000.0,Short Sale,2500,,
2.0,2.0,,,150000.0,Short Sale,896,,
2.0,2.0,,,150000.0,Short Sale,896,,
2.0,2.0,,,150000.0,Short Sale,896,,
2.0,2.0,,,150000.0,Short Sale,896,,
2.0,2.0,,,150000.0,Short Sale,896,,
2.0,2.0,,,205000.0,Short Sale,1388,,
3.0,4.0,,,599000.0,Short Sale,3120,,
3.0,3.0,,,269000.0,Short Sale,1352,,
3.0,4.0,,,249000.0,Short Sale,1963,,
3.0,3.0,,,235000.0,Short Sale,1541,,
3.0,4.0,,,469000.0,Foreclosure,2449,,
2.0,4.0,,,159000.0,Short Sale,1660,,
1.0,3.0,,,69900.0,Foreclosure,936,,
7.0,5.0,,,1499000.0,Short Sale,6800,,
2.0,3.0,,,239000.0,Short Sale,1022,,
2.0,3.0,,,399500.0,Short Sale,1665,,
2.0,3.0,,,299900.0,Foreclosure,1209,,
2.0,3.0,,,275000.0,Short Sale,1700,,
2.0,4.0,,,395000.0,Short Sale,1736,,
1.0,1.0,,,105000.0,Short Sale,731,,
2.0,3.0,,,179999.0,Short Sale,1086,,
2.0,3.0,,,219000.0,Short Sale,1131,,
3.0,3.0,,,325000.0,Short Sale,1500,,
3.0,4.0,,,829900.0,Short Sale,3827,,
1.0,2.0,,,165000.0,Short Sale,1100,,
2.0,3.0,,,179000.0,Short Sale,1398,,
2.0,3.0,,,279000.0,Short Sale,1381,,
4.0,4.0,,,820000.0,Foreclosure,3387,,
1.0,2.0,,,399000.0,Short Sale,1250,,
1.0,3.0,,,164900.0,Short Sale,965,,
2.0,4.0,,,235000.0,Short Sale,1860,,
5.0,4.0,,,1900000.0,Short Sale,5411,,
2.0,3.0,,,289000.0,Short Sale,1367,,
2.0,3.0,,,355000.0,Short Sale,1640,,
2.0,3.0,,,199000.0,Short Sale,1269,,
2.0,3.0,,,209000.0,Short Sale,1275,,
1.0,3.0,,,186900.0,Foreclosure,912,,
2.0,4.0,,,240000.0,Short Sale,1460,,
2.0,2.0,,,515000.0,Short Sale,2000,,
2.0,4.0,,,215000.0,Short Sale,1750,,
4.0,4.0,,,399900.0,Short Sale,3050,,
3.0,4.0,,,369000.0,Short Sale,2371,,
2.0,2.0,,,250000.0,Short Sale,1292,,
2.0,3.0,,,259000.0,Short Sale,1640,,
2.0,2.0,,,180000.0,Short Sale,1082,,
2.0,3.0,,,399900.0,Short Sale,1522,,
2.0,3.0,,,385000.0,Short Sale,1535,,
2.0,2.0,,,154000.0,Short Sale,1100,,
2.0,2.0,,,254900.0,Foreclosure,966,,
2.0,4.0,,,315000.0,Short Sale,1653,,
3.0,3.0,,,437500.0,Short Sale,2523,,
3.0,3.0,,,299900.0,Short Sale,2511,,
3.0,3.0,,,399000.0,Short Sale,1772,,
3.0,3.0,,,330000.0,Short Sale,1889,,
2.0,2.0,,,279000.0,Short Sale,880,,
2.0,3.0,,,248000.0,Short Sale,1400,,
3.0,3.0,,,209000.0,Short Sale,1494,,
2.0,3.0,,,729000.0,Short Sale,1844,,
3.0,4.0,,,454500.0,Foreclosure,1900,,
2.0,3.0,,,249000.0,Short Sale,1176,,
5.0,3.0,,,1700000.0,Short Sale,4463,,
2.0,3.0,,,349000.0,Short Sale,1635,,
3.0,3.0,,,575000.0,Short Sale,2095,,
2.0,3.0,,,185000.0,Short Sale,1300,,
2.0,3.0,,,165000.0,Short Sale,1200,,
1.0,0.0,,,311900.0,Foreclosure,910,,
2.0,3.0,,,175000.0,Short Sale,1600,,
2.0,4.0,,,180000.0,Short Sale,1332,,
2.0,2.0,,,78000.0,Short Sale,1680,,
1.0,2.0,,,142900.0,Foreclosure,1313,,
4.0,4.0,,,850000.0,Foreclosure,3744,,
2.0,3.0,,,389000.0,Short Sale,1998,,
3.0,3.0,,,641900.0,Foreclosure,2714,,
2.0,4.0,,,305000.0,Short Sale,1797,,
3.0,3.0,,,260000.0,Short Sale,1687,,
2.0,3.0,,,320000.0,Short Sale,1663,,
1.0,2.0,,,199000.0,Short Sale,792,,
2.0,2.0,,,299000.0,Short Sale,1410,,
2.0,2.0,,,289000.0,Short Sale,1085,,
3.0,3.0,,,229900.0,Short Sale,1900,,
3.0,4.0,,,865000.0,Foreclosure,3305,,
4.0,4.0,,,900000.0,Short Sale,3962,,
3.0,2.0,,,199000.0,Short Sale,1260,,
3.0,2.0,,,160000.0,Short Sale,1200,,
3.0,3.0,,,299000.0,Short Sale,2400,,
3.0,3.0,,,300000.0,Short Sale,1265,,
2.0,4.0,,,270000.0,Short Sale,1460,,
3.0,3.0,,,490000.0,Short Sale,1894,,
3.0,3.0,,,295000.0,Short Sale,1800,,
2.0,3.0,,,225000.0,Short Sale,1550,,
2.0,2.0,,,324900.0,Short Sale,1426,,
2.0,3.0,,,165000.0,Short Sale,1110,,
2.0,3.0,,,157900.0,Short Sale,1075,,
2.0,3.0,,,299000.0,Short Sale,1756,,
3.0,3.0,,,369000.0,Short Sale,2150,,
2.0,4.0,,,233000.0,Short Sale,1650,,
2.0,2.0,,,109900.0,Foreclosure,1200,,
2.0,3.0,,,309000.0,Short Sale,1488,,
4.0,4.0,,,1799000.0,Foreclosure,3609,,
2.0,2.0,,,209900.0,Short Sale,1113,,
2.0,3.0,,,499000.0,Short Sale,1600,,
2.0,4.0,,,525000.0,Short Sale,1961,,
3.0,3.0,,,650000.0,Short Sale,3249,,
3.0,3.0,,,529000.0,Short Sale,1510,,
2.0,3.0,,,179000.0,Short Sale,1300,,
3.0,3.0,,,282000.0,Short Sale,1736,,
3.0,4.0,,,899000.0,Short Sale,3008,,
2.0,3.0,,,130000.0,Short Sale,1850,,
2.0,3.0,,,205000.0,Short Sale,1146,,
2.0,2.0,,,180900.0,Short Sale,1100,,
4.0,4.0,,,409900.0,Short Sale,2135,,
4.0,4.0,,,409900.0,Short Sale,2135,,
2.0,3.0,,,469000.0,Short Sale,1827,,
1.0,3.0,,,289000.0,Short Sale,1005,,
3.0,2.0,,,99999.0,Short Sale,1800,,
3.0,5.0,,,445000.0,Foreclosure,3307,,
3.0,3.0,,,640000.0,Short Sale,2160,,
2.0,3.0,,,185000.0,Short Sale,1062,,
2.0,4.0,,,210000.0,Short Sale,1102,,
2.0,3.0,,,199900.0,Short Sale,1215,,
2.0,3.0,,,225000.0,Short Sale,1600,,
2.0,4.0,,,369900.0,Foreclosure,2161,,
2.0,3.0,,,120000.0,Short Sale,1686,,
1.0,2.0,,,199000.0,Short Sale,1000,,
3.0,3.0,,,520000.0,Short Sale,2600,,
3.0,5.0,,,579000.0,Foreclosure,3150,,
2.0,4.0,,,300000.0,Short Sale,1257,,
2.0,3.0,,,325000.0,Short Sale,1171,,
2.0,3.0,,,225000.0,Short Sale,1144,,
1.0,2.0,,,395000.0,Short Sale,1160,,
3.0,4.0,,,399000.0,Short Sale,2300,,
2.0,3.0,,,165000.0,Short Sale,1144,,
2.0,3.0,,,374900.0,Short Sale,1368,,
2.0,3.0,,,199900.0,Short Sale,1238,,
1.0,3.0,,,365000.0,Short Sale,1056,,
2.0,2.0,,,222900.0,Short Sale,1086,,
1.0,2.0,,,249900.0,Foreclosure,720,,
2.0,3.0,,,290000.0,Short Sale,1426,,
2.0,4.0,,,170500.0,Short Sale,1361,,
3.0,3.0,,,560000.0,Short Sale,2344,,
2.0,4.0,,,339900.0,Short Sale,1925,,
3.0,4.0,,,550000.0,Short Sale,2600,,
2.0,4.0,,,269900.0,Short Sale,1601,,
2.0,3.0,,,350000.0,Short Sale,1395,,
2.0,2.0,,,214000.0,Foreclosure,1042,,
2.0,3.0,,,299900.0,Short Sale,1200,,
2.0,2.0,,,139500.0,Foreclosure,1248,,
3.0,4.0,,,360000.0,Short Sale,3000,,
2.0,3.0,,,315000.0,Short Sale,1300,,
2.0,3.0,,,279900.0,Foreclosure,1244,,
2.0,4.0,,,399000.0,Short Sale,2139,,
3.0,4.0,,,475000.0,Short Sale,2450,,
2.0,2.0,,,65900.0,Foreclosure,840,,
3.0,4.0,,,212000.0,Short Sale,1878,,
2.0,3.0,,,180000.0,Short Sale,1350,,
2.0,4.0,,,210000.0,Short Sale,1377,,
3.0,3.0,,,375000.0,Short Sale,1475,,
2.0,2.0,,,106900.0,Foreclosure,894,,
2.0,3.0,,,221830.0,Short Sale,1550,,
2.0,3.0,,,239000.0,Short Sale,1106,,
1.0,1.0,,,187500.0,Short Sale,594,,
3.0,5.0,,,445000.0,Short Sale,3200,,
2.0,3.0,,,309000.0,Short Sale,1906,,
2.0,3.0,,,315000.0,Short Sale,2004,,
1.0,3.0,,,191100.0,Foreclosure,1200,,
3.0,5.0,,,699900.0,Foreclosure,1818,,
2.0,2.0,,,189500.0,Short Sale,1040,,
2.0,4.0,,,199000.0,Short Sale,1400,,
3.0,4.0,,,359000.0,Short Sale,2209,,
1.0,3.0,,,264450.0,Short Sale,1030,,
2.0,3.0,,,459000.0,Short Sale,1999,,
2.0,3.0,,,150000.0,Short Sale,1316,,
3.0,3.0,,,875000.0,Short Sale,2200,,
2.0,2.0,,,599000.0,Short Sale,1200,,
3.0,3.0,,,250000.0,Short Sale,1261,,
2.0,3.0,,,165000.0,Short Sale,1120,,
3.0,4.0,,,229900.0,Short Sale,1857,,
2.0,3.0,,,229900.0,Short Sale,1400,,
2.0,3.0,,,269900.0,Short Sale,1139,,
3.0,5.0,,,245000.0,Short Sale,6098,,
2.0,3.0,,,165000.0,Short Sale,1300,,
3.0,3.0,,,429000.0,Short Sale,2041,,
3.0,4.0,,,309900.0,Short Sale,2248,,
1.0,2.0,,,265000.0,Foreclosure,972,,
2.0,4.0,,,169900.0,Short Sale,1500,,
2.0,3.0,,,380900.0,Short Sale,2000,,
3.0,4.0,,,315000.0,Short Sale,1939,,
2.0,3.0,,,260000.0,Short Sale,1413,,
2.0,3.0,,,119900.0,Short Sale,1312,,
2.0,3.0,,,211500.0,Foreclosure,1275,,
1.0,2.0,,,149000.0,Short Sale,854,,
3.0,3.0,,,890000.0,Short Sale,3474,,
2.0,3.0,,,289900.0,Foreclosure,1380,,
3.0,4.0,,,289000.0,Short Sale,2100,,
2.0,3.0,,,399900.0,Short Sale,1487,,
2.0,3.0,,,125000.0,Short Sale,900,,
3.0,5.0,,,359900.0,Short Sale,3036,,
3.0,3.0,,,239000.0,Short Sale,1800,,
3.0,3.0,,,199900.0,Short Sale,1600,,
3.0,4.0,,,179900.0,Short Sale,2150,,
2.0,3.0,,,195000.0,Short Sale,1300,,
2.0,2.0,,,299000.0,Foreclosure,896,,
3.0,2.0,,,265000.0,Short Sale,1700,,
2.0,3.0,,,699000.0,Foreclosure,1700,,
2.0,2.0,,,275000.0,Short Sale,1194,,
2.0,3.0,,,169990.0,Foreclosure,1465,,
3.0,3.0,,,189000.0,Short Sale,1530,,
2.0,4.0,,,695000.0,Foreclosure,2032,,
2.0,2.0,,,105000.0,Short Sale,1088,,
4.0,4.0,,,365000.0,Short Sale,4000,,
3.0,3.0,,,335900.0,Foreclosure,1296,,
2.0,3.0,,,170000.0,Short Sale,944,,
2.0,4.0,,,339900.0,Short Sale,2100,,
3.0,3.0,,,359900.0,Short Sale,2340,,
2.0,3.0,,,143000.0,Short Sale,1080,,
2.0,3.0,,,199000.0,Short Sale,1196,,
3.0,3.0,,,374800.0,Short Sale,1365,,
2.0,3.0,,,499000.0,Short Sale,2120,,
1.0,2.0,,,138900.0,Foreclosure,1055,,
5.0,4.0,,,1999000.0,Short Sale,5307,,
2.0,3.0,,,359000.0,Short Sale,1774,,
2.0,4.0,,,294900.0,Short Sale,1856,,
2.0,4.0,,,299500.0,Foreclosure,1836,,
3.0,4.0,,,427900.0,Short Sale,2367,,
2.0,3.0,,,269000.0,Short Sale,1181,,
3.0,3.0,,,449000.0,Short Sale,2563,,
2.0,2.0,,,144900.0,Foreclosure,1130,,
3.0,3.0,,,345000.0,Short Sale,2020,,
2.0,4.0,,,239000.0,Short Sale,1240,,
1.0,2.0,,,310000.0,Short Sale,780,,
3.0,3.0,,,225000.0,Short Sale,1800,,
6.0,5.0,,,695000.0,Short Sale,3750,,
3.0,3.0,,,242500.0,Short Sale,1650,,
1.0,2.0,,,249250.0,Short Sale,728,,
2.0,3.0,,,479000.0,Short Sale,1462,,
2.0,3.0,,,169900.0,Foreclosure,1150,,
3.0,3.0,,,219900.0,Short Sale,1660,,
2.0,2.0,,,150000.0,Short Sale,1440,,
2.0,4.0,,,649000.0,Foreclosure,1814,,
3.0,4.0,,,285000.0,Short Sale,2100,,
2.0,3.0,,,163999.0,Short Sale,1488,,
2.0,4.0,,,349000.0,Short Sale,1718,,
2.0,3.0,,,409900.0,Foreclosure,1716,,
2.0,3.0,,,275000.0,Short Sale,1320,,
2.0,3.0,,,179900.0,Foreclosure,1200,,
3.0,3.0,,,789000.0,Short Sale,2218,,
3.0,4.0,,,299000.0,Short Sale,1768,,
4.0,5.0,,,850000.0,Foreclosure,3588,,
2.0,3.0,,,295900.0,Short Sale,1776,,
3.0,4.0,,,199000.0,Short Sale,1467,,
3.0,3.0,,,199900.0,Short Sale,1950,,
2.0,3.0,,,179900.0,Foreclosure,1288,,
3.0,3.0,,,290000.0,Short Sale,1733,,
2.0,3.0,,,168000.0,Short Sale,1128,,
3.0,3.0,,,270000.0,Short Sale,1900,,
7.0,6.0,,,1249000.0,Foreclosure,5103,,
2.0,3.0,,,240000.0,Short Sale,1255,,
2.0,5.0,,,219500.0,Short Sale,1802,,
3.0,4.0,,,235000.0,Short Sale,2336,,
2.0,2.0,,,239800.0,Foreclosure,1190,,
3.0,3.0,,,269000.0,Short Sale,1800,,
3.0,4.0,,,319200.0,Foreclosure,2006,,
2.0,3.0,,,402500.0,Foreclosure,2446,,
2.0,3.0,,,425000.0,Short Sale,2114,,
3.0,3.0,,,669000.0,Short Sale,2600,,
2.0,3.0,,,369000.0,Short Sale,1514,,
2.0,3.0,,,239900.0,Foreclosure,1080,,
2.0,2.0,,,249500.0,Short Sale,1088,,
2.0,4.0,,,557000.0,Short Sale,1809,,
3.0,6.0,,,339900.0,Foreclosure,2053,,
2.0,2.0,,,149900.0,Short Sale,969,,
4.0,3.0,,,849900.0,Short Sale,3375,,
2.0,3.0,,,307000.0,Foreclosure,1594,,
3.0,4.0,,,259000.0,Short Sale,1900,,
2.0,3.0,,,165000.0,Short Sale,1050,,
2.0,3.0,,,289900.0,Foreclosure,1414,,
4.0,3.0,,,879000.0,Short Sale,3698,,
2.0,3.0,,,220000.0,Short Sale,1200,,
3.0,3.0,,,309000.0,Short Sale,1685,,
3.0,3.0,,,580000.0,Short Sale,2271,,
2.0,2.0,,,459900.0,Short Sale,1150,,
3.0,5.0,,,299000.0,Short Sale,2481,,
3.0,4.0,,,309900.0,Short Sale,1600,,
2.0,3.0,,,287000.0,Short Sale,1269,,
2.0,3.0,,,310000.0,Short Sale,1200,,
2.0,3.0,,,229900.0,Foreclosure,1198,,
2.0,3.0,,,377000.0,Foreclosure,1363,,
2.0,4.0,,,295000.0,Short Sale,1973,,
2.0,3.0,,,225000.0,Short Sale,1516,,
2.0,3.0,,,130000.0,Short Sale,1080,,
1.0,2.0,,,169990.0,Short Sale,920,,
2.0,3.0,,,145000.0,Foreclosure,1027,,
2.0,4.0,,,184800.0,Foreclosure,2018,,
2.0,3.0,,,189900.0,Foreclosure,1253,,
2.0,3.0,,,249000.0,Short Sale,1062,,
2.0,4.0,,,185000.0,Short Sale,1934,,
2.0,2.0,,,145000.0,Short Sale,1041,,
3.0,5.0,,,429000.0,Foreclosure,2700,,
2.0,2.0,,,419000.0,Short Sale,1587,,
3.0,3.0,,,245000.0,Short Sale,1859,,
3.0,4.0,,,289900.0,Short Sale,2400,,
2.0,3.0,,,175000.0,Short Sale,1110,,
2.0,3.0,,,139000.0,Short Sale,1075,,
3.0,4.0,,,514900.0,Foreclosure,2035,,
2.0,3.0,,,549000.0,Short Sale,1858,,
3.0,3.0,,,235000.0,Short Sale,1261,,
3.0,6.0,,,399000.0,Foreclosure,2628,,
2.0,3.0,,,259900.0,Short Sale,1120,,
2.0,3.0,,,350900.0,Foreclosure,1686,,
4.0,4.0,,,1399900.0,Short Sale,5190,,
2.0,3.0,,,399000.0,Short Sale,1840,,
2.0,3.0,,,399000.0,Short Sale,1204,,
1.0,2.0,,,199000.0,Short Sale,973,,
2.0,3.0,,,350000.0,Short Sale,1622,,
2.0,4.0,,,296800.0,Foreclosure,2125,,
2.0,3.0,,,165000.0,Short Sale,1204,,
3.0,3.0,,,210000.0,Short Sale,1750,,
2.0,3.0,,,229000.0,Short Sale,1458,,
2.0,3.0,,,199500.0,Short Sale,1184,,
2.0,3.0,,,110000.0,Short Sale,1000,,
3.0,3.0,,,264900.0,Foreclosure,1197,,
3.0,3.0,,,449900.0,Foreclosure,2135,,
2.0,3.0,,,159900.0,Short Sale,1114,,
2.0,4.0,,,429000.0,Short Sale,1870,,
1.0,1.0,,,265000.0,Short Sale,566,,
2.0,2.0,,,279900.0,Short Sale,1134,,
2.0,3.0,,,174900.0,Foreclosure,1100,,
2.0,4.0,,,158900.0,Foreclosure,1144,,
2.0,3.0,,,150000.0,Short Sale,1349,,
3.0,3.0,,,269000.0,Short Sale,1281,,
3.0,3.0,,,489900.0,Foreclosure,1957,,
2.0,4.0,,,256000.0,Short Sale,1174,,
3.0,4.0,,,335000.0,Short Sale,2400,,
2.0,3.0,,,435000.0,Short Sale,1236,,
3.0,3.0,,,280000.0,Short Sale,1910,,
2.0,4.0,,,409000.0,Foreclosure,2064,,
2.0,4.0,,,409000.0,Foreclosure,2064,,
3.0,4.0,,,399000.0,Foreclosure,1888,,
2.0,4.0,,,389000.0,Foreclosure,1862,,
2.0,3.0,,,222600.0,Foreclosure,1106,,
2.0,3.0,,,140000.0,Short Sale,1200,,
3.0,5.0,,,220000.0,Foreclosure,2408,,
3.0,3.0,,,650000.0,Short Sale,2703,,
2.0,3.0,,,405000.0,Short Sale,1728,,
2.0,3.0,,,409000.0,Foreclosure,1960,,
2.0,3.0,,,164900.0,Foreclosure,1092,,
1.0,1.0,,,59900.0,Foreclosure,628,,
2.0,3.0,,,199900.0,Short Sale,1275,,
1.0,2.0,,,95000.0,Foreclosure,756,,
2.0,2.0,,,170000.0,Short Sale,885,,
4.0,4.0,,,720000.0,Foreclosure,3531,,
2.0,3.0,,,204000.0,Short Sale,1712,,
2.0,3.0,,,220000.0,Short Sale,1100,,
3.0,4.0,,,498900.0,Foreclosure,1500,,
2.0,3.0,,,229900.0,Short Sale,1671,,
2.0,3.0,,,531905.0,Foreclosure,1668,,
1.0,2.0,,,114900.0,Foreclosure,775,,
2.0,3.0,,,145000.0,Short Sale,1200,,
2.0,4.0,,,191330.0,Foreclosure,1237,,
2.0,4.0,,,199900.0,Short Sale,1338,,
3.0,4.0,,,266800.0,Short Sale,2100,,
2.0,2.0,,,84900.0,Foreclosure,1222,,
2.0,3.0,,,250000.0,Short Sale,1807,,
2.0,4.0,,,220000.0,Short Sale,1352,,
2.0,3.0,,,227900.0,Foreclosure,1503,,
2.0,4.0,,,384900.0,Foreclosure,1571,,
3.0,4.0,,,529000.0,Short Sale,2502,,
2.0,3.0,,,159900.0,Foreclosure,1526,,
2.0,3.0,,,199000.0,Short Sale,1007,,
3.0,3.0,,,125000.0,Foreclosure,1306,,
2.0,3.0,,,91500.0,Short Sale,1313,,
2.0,3.0,,,155000.0,Short Sale,1593,,
3.0,3.0,,,409000.0,Short Sale,2203,,
4.0,5.0,,,949000.0,Short Sale,5200,,
1.0,2.0,,,90000.0,Short Sale,756,,
3.0,3.0,,,300000.0,Foreclosure,2328,,
2.0,3.0,,,179900.0,Short Sale,1008,,
2.0,3.0,,,349000.0,Short Sale,1346,,
2.0,3.0,,,220000.0,Foreclosure,1112,,
2.0,3.0,,,155000.0,Short Sale,1340,,
2.0,4.0,,,390000.0,Short Sale,2236,,
4.0,5.0,,,425000.0,Short Sale,3039,,
2.0,3.0,,,249900.0,Short Sale,1733,,
3.0,4.0,,,239000.0,Short Sale,1947,,
3.0,4.0,,,395000.0,Short Sale,1868,,
3.0,3.0,,,375000.0,Short Sale,1475,,
